"","Company.Maker.if.known","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin"
"1081","Millcreek Cacao Roasters","Ecuador",825,2012,"70%","U.S.A.",3.5," ","Ecuador"
"1082","Mindo","Ecuador",607,2010,"67%","U.S.A.",2.75," ","Ecuador"
"1083","Mindo","Ecuador",607,2010,"77%","U.S.A.",2.75," ","Ecuador"
"1084","Minimal","Acul-du-Nord, 2015",1920,2016,"70%","Japan",3.5,"Criollo, Trinitario","Haiti"
"1085","Mission","Fazenda Camboa, Bahia",1880,2016,"75%","Brazil",3.75," ","Brazil"
"1086","Mission","Bahia, Fazenda Venturosa",1626,2015,"70%","Brazil",3.5,"Forastero (Parazinho)","Brazil"
"1087","Mita","Tumaco",955,2012,"65%","Colombia",2.5," ","Colombia"
"1088","Moho","Toledo District, w/ nibs",1026,2013,"73%","U.S.A.",3.25,"Trinitario","Belize"
"1089","Moho","Toledo District",1030,2013,"72%","U.S.A.",3,"Trinitario","Belize"
"1090","Moho","Umoho R., Toledo District, San Felipe",607,2010,"67%","U.S.A.",2.75,"Trinitario","Belize"
"1091","Molucca","La Red",1614,2015,"70%","U.S.A.",3," ","Domincan Republic"
"1092","Molucca","Indonesia",1618,2015,"70%","U.S.A.",2.75," ","Indonesia"
"1093","Molucca","Peru",1618,2015,"70%","U.S.A.",3.25," ","Peru"
"1094","Momotombo","Matagalpa",661,2011,"70%","Nicaragua",2.75," ","Nicaragua"
"1095","Momotombo","Mombacho",661,2011,"70%","Nicaragua",2.75," ","Nicaragua"
"1096","Momotombo","Oscuro",772,2011,"70%","Nicaragua",3.25," ","Nicaragua"
"1097","Monarque","Oko Caribe",1812,2016,"72%","Canada",3.5," ","Dominican Republic"
"1098","Monsieur Truffe","Papaua New Guinea",1391,2014,"70%","Australia",3.25," ","Papua New Guinea"
"1099","Montecristi","Manabi",1654,2015,"70%","Ecuador",3.25," ","Ecuador"
"1100","Montecristi","Manabi",1654,2015,"63%","Ecuador",3.5," ","Ecuador"
"1101","Montecristi","Manabi",1658,2015,"85%","Ecuador",3.5," ","Ecuador"
"1102","Muchomas (Mesocacao)","Nicaragua",1462,2015,"70%","U.S.A.",3.5," ","Nicaragua"
"1103","Muchomas (Mesocacao)","Nicaragua",1462,2015,"80%","U.S.A.",3.5," ","Nicaragua"
"1104","Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,"68%","U.S.A.",2.75," ","Tanzania"
"1105","Mutari","Oko Caribe, batch 1 SRB",1896,2016,"71%","U.S.A.",2.75," ","Domincan Republic"
"1106","Mutari","Ambanja, batch 1 SRB",1900,2016,"68%","U.S.A.",2.75," ","Madagascar"
"1107","Mutari","Tien Giang, batch 1 SRB",1900,2016,"80%","U.S.A.",3,"Trinitario","Vietnam"
"1108","Nahua","Costa Rica, Oscuro",1049,2013,"58%","Costa Rica",2.5," ","Costa Rica"
"1109","Nahua","Costa Rica, Oscuro",1049,2013,"70%","Costa Rica",3," ","Costa Rica"
"1110","Naive","Trinidad & Tobago",1046,2013,"70%","Lithuania",3.75," ","Trinidad, Tobago"
"1111","Naive","Maranon Canyon, Fortunato No. 4",1133,2013,"78%","Lithuania",3.75,"Forastero (Nacional)","Peru"
"1112","Naive","Grenada",867,2012,"71%","Lithuania",2.5,"Trinitario","Grenada"
"1113","Na�ve","Nicaragua",1379,2014,"70%","Lithuania",3.25,"Criollo","Nicaragua"
"1114","Na�ve","Chuao",1399,2014,"75%","Lithuania",2.75,"Trinitario","Venezuela"
"1115","Na�ve","Barinas",1399,2014,"70%","Lithuania",3," ","Venezuela"
"1116","Nanea","Criollo Blend",1007,2013,"85%","U.S.A.",3.5," ","Hawaii"
"1117","Nathan Miller","Peru",1403,2014,"72%","U.S.A.",2.25," ","Peru"
"1118","Nathan Miller","Hispaniola",1403,2014,"70%","U.S.A.",2.5," ","Dominican Republic"
"1119","Nathan Miller","Madagascar",1403,2014,"73.5%","U.S.A.",2.5,"Trinitario","Madagascar"
"1120","Nathan Miller","Ghana",1403,2014,"70%","U.S.A.",3.5,"Forastero","Ghana"
"1121","Neuhaus (Callebaut)","Papua New Guinea",531,2010,"70%","Belgium",2.5,"Criollo","Papua New Guinea"
"1122","Neuhaus (Callebaut)","Manickchand Estate",230,2008,"67%","Belgium",3.75,"Trinitario","Trinidad"
"1123","Neuhaus (Callebaut)","West Africa",15,2006,"73%","Belgium",2,"Forastero","West Africa"
"1124","Neuhaus (Callebaut)","Sao Tome",15,2006,"75%","Belgium",2.75,"Forastero","Sao Tome"
"1125","Neuhaus (Callebaut)","Ocumare",24,2006,"71%","Belgium",3,"Criollo","Venezuela"
"1126","Nibble","Patanemo",1526,2015,"72%","U.S.A.",2.25,"Criollo","Venezuela"
"1127","Nibble","Elvesia P.",1526,2015,"72%","U.S.A.",2.75,"Trinitario","Dominican Republic"
"1128","Nibble","Ambanja, Sambirano Valley",1526,2015,"72%","U.S.A.",3,"Trinitario","Madagascar"
"1129","Nibble","Tumbes",1526,2015,"72%","U.S.A.",3,"Criollo","Peru"
"1130","Night Owl","Peru",1022,2013,"75%","U.S.A.",2.75," ","Peru"
"1131","Night Owl","Ecuador",1022,2013,"75%","U.S.A.",3.5," ","Ecuador"
"1132","Noble Bean aka Jerjobo","Ghana",1295,2014,"75%","U.S.A.",3,"Forastero","Ghana"
"1133","Noble Bean aka Jerjobo","Moho Valley",1299,2014,"75%","U.S.A.",3,"Trinitario","Belize"
"1134","Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,"75%","U.S.A.",3.25,"Forastero (Nacional)","Peru"
"1135","Noir d' Ebine","Venezuela",837,2012,"70%","U.S.A.",3," ","Venezuela"
"1136","Noir d' Ebine","Ecuador",841,2012,"70%","U.S.A.",3," ","Ecuador"
"1137","Nova Monda","La Patriota, cacao Indio, purple label",931,2012,"70%","Nicaragua",3," ","Nicaragua"
"1138","Nova Monda","La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,"75%","Niacragua",2.75," ","Nicaragua"
"1139","Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,"80%","Nicaragua",3.25,"Forastero (Nacional)","Ecuador"
"1140","Nuance","Ghana, 2013",1454,2015,"70%","U.S.A.",3.75,"Forastero","Ghana"
"1141","Nuance","Ecuador, 2013",1458,2015,"70%","U.S.A.",2.75,"Trinitario","Ecuador"
"1142","Nuance","Canoabo, 2013",1458,2015,"70%","U.S.A.",3,"Criollo","Venezuela"
"1143","Nuance","Sambirano Valley, 2012",1458,2015,"70%","U.S.A.",3.5,"Trinitario","Madagascar"
"1144","Nuance","La Red",1470,2015,"70%","U.S.A.",3.75," ","Dominican Republic"
"1145","Nugali","Fazenda Leolinda",1876,2016,"70%","Brazil",3.5,"Trinitario (Scavina)","Brazil"
"1146","Oakland Chocolate Co.","Jamaica",478,2010,"70%","U.S.A.",2.5,"Trinitario","Jamaica"
"1147","Obolo","Pangoa",1638,2015,"70%","Chile",3.75,"Criollo","Peru"
"1148","Obolo","Pangoa, w/ nibs",1638,2015,"70%","Chile",3.75,"Criollo","Peru"
"1149","Ocelot","Virunga",1558,2015,"70%","Scotland",3.75,"Forastero","Congo"
"1150","Ocelot","Piura",1558,2015,"75%","Scotland",4,"Criollo","Peru"
"1151","Ocho","Sang Yum Coop",1760,2016,"100%","New Zealand",2.75," ","Samoa"
"1152","Ocho","Sang Yum Coop",1760,2016,"70%","New Zealand",3.5," ","Samoa"
"1153","Ocho","PNG, Devotion",1411,2014,"66%","New Zealand",2.75," ","Papua New Guinea"
"1154","Ocho","PNG, Revolution",1411,2014,"70%","New Zealand",3," ","Papua New Guinea"
"1155","Ocho","PNG, Voodoo",1411,2014,"88%","New Zealand",3.25," ","Papua New Guinea"
"1156","Ocho","PNG, Nib Bar",1411,2014,"74%","New Zealand",3.5," ","Papua New Guinea"
"1157","Ohiyo","San Juan Estate, Gran Couva",1594,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad"
"1158","Ohiyo","Tanzania",1598,2015,"70%","U.S.A.",3," ","Tanzania"
"1159","Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,"70%","Germany",3.5,"Criollo","Bolivia"
"1160","Olive and Sinclair","Dominican Republic prototype",486,2010,"72%","U.S.A.",3," ","Dominican Republic"
"1161","Olive and Sinclair","Ghana prototype",486,2010,"72%","U.S.A.",3,"Forastero","Ghana"
"1162","Olive and Sinclair","Dark 67",457,2009,"67%","U.S.A.",2.75," ","Ghana, Domin. Rep"
"1163","Olive and Sinclair","Dark 75",457,2009,"75%","U.S.A.",3," ","Ghana, Domin. Rep"
"1164","Olivia","Carribean-Raw",688,2011,"76%","Canada",2," ","Carribean"
"1165","Olivia","Carribean",688,2011,"76%","Canada",2.75," ","Carribean"
"1166","Olivia","Carribean",688,2011,"85%","Canada",2.75," ","Carribean"
"1167","Olivia","Carribean-Raw",688,2011,"85%","Canada",3," ","Carribean"
"1168","Omanhene","Ghana",693,2011,"80%","Ghana",2.75,"Forastero","Ghana"
"1169","Omnom","Kakao Kamili, Kilombero Valley",1816,2016,"70%","Iceland",3.75,"Trinitario","Tanzania"
"1170","Omnom","Papua New Guinea",1247,2014,"70%","Iceland",3," ","Papua New Guinea"
"1171","Omnom","Madagascar",1247,2014,"66%","Iceland",3.5,"Trinitario","Madagascar"
"1172","organicfair","Maya Mountain",1161,2013,"74%","Canada",2.75,"Trinitario","Belize"
"1173","organicfair","La Red",1165,2013,"72%","Canada",2.75," ","Dominican Republic"
"1174","organicfair","Nicaraqua",1165,2013,"72%","Canada",2.75,"Trinitario","Nicaragua"
"1175","organicfair","Caribe",1165,2013,"72%","Canada",3," ","Dominican Republic"
"1176","organicfair","Mindo",1165,2013,"72%","Canada",3,"Trinitario","Ecuador"
"1177","Original Beans (Felchlin)","Papua Kerafat",1438,2014,"68%","Switzerland",2.75," ","Papua New Guinea"
"1178","Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,"66%","Switzerland",3.75," ","Bolivia"
"1179","Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,"70%","Switzerland",3,"Forastero","Congo"
"1180","Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,"75%","Switzerland",3,"Criollo","Peru"
"1181","Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,"68%","Switzerland",3.25," ","Bolivia"
"1182","Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,"60%","U.S.A.",3,"Criollo","Hawaii"
"1183","Original Hawaiin Chocolate Factory","Hawai'i, Kona Estate Grown",24,2006,"60%","U.S.A.",3," ","Hawaii"
"1184","Orquidea","Peru",859,2012,"65%","Peru",3," ","Peru"
"1185","Orquidea","Peru",859,2012,"72%","Peru",3," ","Peru"
"1186","Pacari","Sierra Nevada, Tutu Iku",1848,2016,"70%","Ecuador",4," ","Colombia"
"1187","Pacari","Garaua",1415,2014,"70%","Ecuador",3.25," ","Ecuador"
"1188","Pacari","Cumbia",1415,2014,"70%","Ecuador",3.5," ","Ecuador"
"1189","Pacari","Montubia",1415,2014,"70%","Ecuador",3.75," ","Ecuador"
"1190","Pacari","Tangara",1415,2014,"70%","Ecuador",4," ","Ecuador"
"1191","Pacari","Ecuador, raw",817,2012,"85%","Ecuador",2.75," ","Ecuador"
"1192","Pacari","Piura",863,2012,"70%","Ecuador",4," ","Peru"
"1193","Pacari","Nube- prototype",721,2011,"70%","Ecuador",3.5," ","Ecuador"
"1194","Pacari","Esmeraldas",224,2008,"60%","Ecuador",2.5,"Forastero (Arriba)","Ecuador"
"1195","Pacari","Manabi",224,2008,"65%","Ecuador",2.75,"Forastero (Arriba)","Ecuador"
"1196","Pacari","Los Rios",224,2008,"72%","Ecuador",3,"Forastero (Arriba)","Ecuador"
"1197","Pacari","Raw",266,2008,"100%","Ecuador",2,"Forastero (Arriba)","Ecuador"
"1198","Pacari","Raw",266,2008,"70%","Ecuador",3.5,"Forastero (Arriba)","Ecuador"
"1199","Palette de Bine","Lachua",1720,2016,"70%","Canada",2.75," ","Guatemala"
"1200","Palette de Bine","Maya Mtn",1720,2016,"72%","Canada",3,"Trinitario","Belize"
"1201","Palette de Bine","Silvestre, La Paz, Beni",1570,2015,"70%","Canada",3.25," ","Bolivia"
"1202","Palette de Bine","San Juan Estate, Gran Couva",1570,2015,"70%","Canada",3.25,"Trinitario","Trinidad"
"1203","Palette de Bine","Kokoa Kamili",1574,2015,"72%","Canada",3.5," ","Tanzania"
"1204","Palette de Bine","Lam Dong",1574,2015,"72%","Canada",3.75,"Trinitario","Vietnam"
"1205","Palette de Bine","Alto Beni, Palos Blancos",1239,2014,"72%","Canada",2.75," ","Bolivia"
"1206","Palette de Bine","Sambirano",1239,2014,"78%","Canada",3.75,"Trinitario","Madagascar"
"1207","Palette de Bine","Camino Verde P., Balao, Guayas",1303,2014,"75%","Canada",2.75," ","Ecuador"
"1208","Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,"75%","Canada",3.5,"Blend","Trinidad, Ecuador"
"1209","Palette de Bine","Gran Couva",1399,2014,"70%","Canada",3.75,"Trinitario","Trinidad"
"1210","Pangea","Matasawalevu",1860,2016,"76%","Spain",3," ","Fiji"
"1211","Parliament","Kilombero Valley",1856,2016,"70%","U.S.A.",3.25," ","Tanzania"
"1212","Parliament","Lachua, Q'egchi families",1542,2015,"70%","U.S.A.",3.5," ","Guatemala"
"1213","Parliament","Alto Beni",1251,2014,"70%","U.S.A.",3," ","Bolivia"
"1214","Parliament","Oko Caribe",1255,2014,"70%","U.S.A.",3.5," ","Dominican Republic"
"1215","Pascha","Peru",1137,2013,"55%","Peru",2.5," ","Peru"
"1216","Pascha","Peru",1137,2013,"70%","Peru",2.75," ","Peru"
"1217","Patric","Madagascar",331,2009,"75%","U.S.A.",4,"Trinitario","Madagascar"
"1218","Patric","Madagascar",439,2009,"67%","U.S.A.",3.5,"Trinitario","Madagascar"
"1219","Patric","Rio Caribe, Paria Penninsula",439,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela"
"1220","Patric","Madagascar",196,2007,"70%","U.S.A.",4,"Trinitario","Madagascar"
"1221","Patric","Piura, Choc. Garage Exclusive",1034,2013,"67%","U.S.A.",4," ","Peru"
"1222","Paul Young","Madagascar, w/ shell",1271,2014,"73%","U.K.",2.25,"Trinitario","Madagascar"
"1223","Paul Young","Madagascar, w/ shell",1271,2014,"64%","U.K.",2.75,"Trinitario","Madagascar"
"1224","Peppalo","Dominican Republic",1454,2015,"82%","U.S.A.",3," ","Dominican Republic"
"1225","Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,"70%","Belgium",3.25,"Forastero","Cameroon"
"1226","Pierre Marcolini","Chuao",478,2010,"75%","Belgium",3,"Criollo","Venezuela"
"1227","Pierre Marcolini","Trinite",478,2010,"75%","Belgium",3.25,"Trinitario","Trinidad"
"1228","Pierre Marcolini","Baracoa, Cuba",516,2010,"78%","Belgium",3.75,"Criollo, Forastero","Cuba"
"1229","Pierre Marcolini","Peru, Las Pampas P.",531,2010,"85%","Belgium",3,"Criollo","Peru"
"1230","Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,"72%","Belgium",3,"Forastero","Brazil"
"1231","Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,"72%","Belgium",3,"Criollo","Mexico"
"1232","Pierre Marcolini","Cabosse",111,2007,"70%","Belgium",4,"Blend","Venezuela, Java"
"1233","Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,"72%","Belgium",3.75,"Forastero (Nacional)","Ecuador"
"1234","Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,"72%","Belgium",4,"Trinitario","Madagascar"
"1235","Pierre Marcolini","Fleur de Cacao",166,2007,"85%","Belgium",3.5,"Blend","Venezuela/ Ghana"
"1236","Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,"72%","Belgium",4,"Criollo","Mexico"
"1237","Pierre Marcolini","Kendem Lembu, Java",93,2006,"72%","Belgium",3,"Criollo","Indonesia"
"1238","Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,"72%","Belgium",4,"Criollo","Venezuela"
"1239","Pinellas","Wampusirpi Region",1772,2016,"80%","U.S.A.",2.5," ","Honduras"
"1240","Pitch Dark","Tenor",1506,2015,"62%","U.S.A.",2.5," ","Nicaragua"
"1241","Pitch Dark","Johe",1506,2015,"80%","U.S.A.",2.75," ","Nicaragua"
"1242","Pitch Dark","Chuno",1510,2015,"80%","U.S.A.",2.75,"Criollo, Trinitario","Nicaragua"
"1243","Pitch Dark","Nicalizo",1510,2015,"80%","U.S.A.",2.75,"Trinitario","Nicaragua"
"1244","Pitch Dark","Rugoso",1510,2015,"80%","U.S.A.",3.25," ","Nicaragua"
"1245","Pitch Dark","Akesson Estate",1311,2014,"73%","U.S.A.",3.25,"Trinitario","Madagascar"
"1246","Pitch Dark","Namau Village",1315,2014,"73%","U.S.A.",2.5,"Trinitario","Fiji"
"1247","Pitch Dark","Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,"73%","U.S.A.",3.25," ","Ecuador"
"1248","Pitch Dark","Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,"73%","U.S.A.",3.5," ","Ecuador"
"1249","Pomm (aka Dead Dog)","La Red, 2011",829,2012,"76%","U.S.A.",2.5," ","Dominican Republic"
"1250","Pomm (aka Dead Dog)","Peru",829,2012,"82%","U.S.A.",2.75,"Criollo","Peru"
"1251","Potomac","Oko Caribe, Duarte Province, 2016 H.",1820,2016,"70%","U.S.A.",3.75," ","Domincan Republic"
"1252","Potomac","Cuyagua, 2013",1387,2014,"70%","U.S.A.",3.75," ","Venezuela"
"1253","Potomac","Upala w/ nibs",647,2011,"70%","U.S.A.",3.5,"Matina","Costa Rica"
"1254","Potomac","Upala, Batch 18",654,2011,"70%","U.S.A.",3,"Matina","Costa Rica"
"1255","Potomac","San Martin, Amazonian Highlands",789,2011,"70%","U.S.A.",2.75," ","Peru"
"1256","Potomac","Bahia",789,2011,"70%","U.S.A.",3.5," ","Brazil"
"1257","Potomac","Upala, Batch 12",607,2010,"82%","U.S.A.",3.75,"Matina","Costa Rica"
"1258","Pralus","Peru",1446,2015,"75%","France",3.25," ","Peru"
"1259","Pralus","Porcelana, S. of Lake Maracaibo",717,2011,"75%","France",3.25,"Criollo (Porcelana)","Venezuela"
"1260","Pralus","Chuao",486,2010,"75%","France",3.5,"Trinitario","Venezuela"
"1261","Pralus","Cuyagua",451,2009,"75%","France",2," ","Venezuela"
"1262","Pralus","Papouasie",199,2008,"75%","France",3,"Trinitario","Papua New Guinea"
"1263","Pralus","Sambirano Valley, Le 100%",202,2008,"100%","France",3,"Criollo","Madagascar"
"1264","Pralus","Dominican Republic-Organic",280,2008,"75%","France",2," ","Dominican Republic"
"1265","Pralus","Monte Alegre, Diego Badero",280,2008,"75%","France",3.5," ","Brazil"
"1266","Pralus","Claudio Corallo w/ nibs",162,2007,"75%","France",4,"Forastero","Sao Tome"
"1267","Pralus","Monte Alegre (Itacare), Brazil",105,2006,"75%","France",3,"Forastero","Brazil"
"1268","Pralus","Tanzania",105,2006,"75%","France",3.5,"Criollo","Tanzania"
"1269","Pralus","Sao Tome & Principe",5,2006,"75%","France",3.5,"Forastero","Sao Tome & Principe"
"1270","Pralus","Trinidad",5,2006,"75%","France",3.5,"Trinitario","Trinidad"
"1271","Pralus","Madagascar, Nosy Be Isle.",5,2006,"75%","France",3.75,"Criollo","Madagascar"
"1272","Pralus","Java, Indonesie",32,2006,"75%","France",3.5,"Criollo","Indonesia"
"1273","Pralus","Barlovento, Venezuela",32,2006,"75%","France",3.5,"Trinitario","Venezuela"
"1274","Pralus","Jamaique",32,2006,"75%","France",4,"Trinitario","Jamaica"
"1275","Pralus","Equateur",40,2006,"75%","France",3,"Trinitario","Ecuador"
"1276","Pralus","Vanuatu",40,2006,"75%","France",3,"Trinitario","Vanuatu"
"1277","Pralus","Ghana",40,2006,"75%","France",3.25,"Forastero","Ghana"
"1278","Pralus","Colombie",40,2006,"75%","France",3.5,"Trinitario","Colombia"
"1279","Pralus","Fortissima",93,2006,"80%","France",4,"Criollo, Trinitario","Ecuador"
"1280","Pralus","Cuba",99,2006,"75%","France",3,"Trinitario","Cuba"
"1281","Pralus","Caracas, Venezuela and Ghana",99,2006,"75%","France",3,"Trinitario, Forastero","Venezuela, Ghana"
"1282","Pralus","Djakarta, Java and Ghana",99,2006,"75%","France",3.5,"Criollo, Forastero","Indonesia, Ghana"
"1283","Pump Street Bakery","Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,"77%","U.K.",3.5," ","Ecuador"
"1284","Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,"70%","U.K.",3.5,"Trinitario","Grenada"
"1285","Pump Street Bakery","Akesson's, batch 4411",1530,2015,"74%","U.K.",3.5,"Criollo","Madagascar"
"1286","Pump Street Bakery","Honduras",1688,2015,"80%","U.K.",2.75," ","Honduras"
"1287","Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,"75%","U.K.",2.75,"Trinitario","Venezuela"
"1288","Pump Street Bakery","Guantupi River",1223,2014,"75%","U.K.",3,"Forastero (Nacional)","Ecuador"
"1289","Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,"72%","U.K.",3.25,"Trinitario","Madagascar"
"1290","Pump Street Bakery","Guantupi River",1227,2014,"85%","U.K.",2.75,"Forastero (Nacional)","Ecuador"
"1291","Pura Delizia","Venezuela",931,2012,"73%","Italy",2.75," ","Venezuela"
"1292","Q Chocolate","Brazil",1057,2013,"75%","Brazil",3.25," ","Brazil"
"1293","Q Chocolate","Brazil",1057,2013,"85%","Brazil",3.5," ","Brazil"
"1294","Q Chocolate","Brazil",1069,2013,"55%","Brazil",2.75," ","Brazil"
"1295","Q Chocolate","Brazil",1069,2013,"80%","Brazil",3.25," ","Brazil"
"1296","Q Chocolate","Brazil",935,2012,"60%","Brazil",3," ","Brazil"
"1297","Q Chocolate","Brazil",935,2012,"65%","Brazil",3.25," ","Brazil"
"1298","Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,"70%","Mexico",2.75,"Criollo","Mexico"
"1299","Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,"74%","Mexico",3,"Trinitario","Mexico"
"1300","Raaka","Amazon Basin Blend",1788,2016,"70%","U.S.A.",3," ","Peru(SMartin,Pangoa,nacional)"
"1301","Raaka","Virunga",1708,2015,"75%","U.S.A.",2.75,"Forastero","Congo"
"1302","Raaka","Madagascar",959,2012,"75%","U.S.A.",3.25,"Trinitario","Madagascar"
"1303","Raaka","La Red",785,2011,"85%","U.S.A.",3.5," ","Dominican Republic"
"1304","Rain Republic","Suchitepequez E.",470,2010,"70%","Guatemala",2.75," ","Guatemala"
"1305","Rancho San Jacinto","Ecuador",565,2010,"75%","Eucador",3,"Forastero(Arriba, CCN)","Ecuador"
"1306","Ranger","San Martin, Batch 2",1558,2015,"70%","U.S.A.",2.5," ","Peru"
"1307","Ranger","Chulucanas, Batch 1",1562,2015,"80%","U.S.A.",3.25," ","Peru"
"1308","Ranger","Tumbes, Batch 2",1562,2015,"73%","U.S.A.",3.5,"Criollo","Peru"
"1309","Raoul Boulanger","Piura",1872,2016,"75%","France",3.25,"Criollo","Peru"
"1310","Republica del Cacao (aka Confecta)","Esmeraldas",494,2010,"75%","Ecuador",3.25," ","Ecuador"
"1311","Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,"75%","Ecuador",2.5,"Forastero (Arriba)","Ecuador"
"1312","Republica del Cacao (aka Confecta)","Manabi",147,2007,"75%","Ecuador",3,"Forastero (Arriba)","Ecuador"
"1313","Republica del Cacao (aka Confecta)","El Oro",147,2007,"67%","Ecuador",3.5,"Forastero (Arriba)","Ecuador"
"1314","Republica del Cacao (aka Confecta)","Los Rios",170,2007,"75%","Ecuador",3.75,"Forastero (Arriba)","Ecuador"
"1315","Ritual","Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,"75%","U.S.A.",3.75," ","Ecuador"
"1316","Ritual","Camino Verde P., Balao, Guayas, 2014",1466,2015,"85%","U.S.A.",3.5," ","Ecuador"
"1317","Ritual","Toledo District, Maya",1089,2013,"75%","U.S.A.",3.75,"Trinitario","Belize"
"1318","Ritual","Maranon, Cajamarca",1181,2013,"75%","U.S.A.",3,"Forastero (Nacional)","Peru"
"1319","Ritual","Sambirano",891,2012,"75%","U.S.A.",4,"Trinitario","Madagascar"
"1320","Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,"75%","U.S.A.",3.25,"Nacional (Arriba)","Ecuador"
"1321","Ritual","Gran Couva",979,2012,"75%","U.S.A.",3.5,"Trinitario","Trinidad"
"1322","Ritual","Costa Rica",745,2011,"75%","U.S.A.",3.5," ","Costa Rica"
"1323","Roasting Masters","La Dorado, light roast",1844,2016,"70%","South Korea",3.25," ","Costa Rica"
"1324","Roasting Masters","Tapanti, light roast",1844,2016,"70%","South Korea",3.25," ","Costa Rica"
"1325","Roasting Masters","Maleku",1844,2016,"70%","South Korea",3.25," ","Costa Rica"
"1326","Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,"75%","Madagascar",3.25,"Trinitario","Madagascar"
"1327","Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,"68%","Madagascar",3.25,"Trinitario","Madagascar"
"1328","Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,"66%","U.K.",3.5,"Trinitario","Grenada"
"1329","Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,"75%","U.S.A.",3.75," ","Honduras"
"1330","Rogue","Caranero, Choc. Garage Exclusive",1446,2015,"70%","U.S.A.",3.75," ","Venezuela"
"1331","Rogue","Tranquilidad, Batch 1",1566,2015,"75%","U.S.A.",3.25," ","Bolivia"
"1332","Rogue","Porcelana",1209,2014,"80%","U.S.A.",3.75,"Criollo","Venezuela"
"1333","Rogue","Akessons Estate, Sambirano, 2013",1038,2013,"70%","U.S.A.",3.5,"Trinitario","Madagascar"
"1334","Rogue","Hispaniola, 2013",1081,2013,"70%","U.S.A.",3.5," ","Dominican Republic"
"1335","Rogue","Silvestre, Batch 7, 2013",1081,2013,"75%","U.S.A.",4," ","Bolivia"
"1336","Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,"75%","U.S.A.",3.75,"Trinitario","Jamaica"
"1337","Rogue","Camino Verde P., Balao, Guayas",979,2012,"75%","U.S.A.",3.75,"Nacional (Arriba)","Ecuador"
"1338","Rogue","Silvestre, Batch 1, 2011",793,2011,"75%","U.S.A.",3,"Criollo","Bolivia"
"1339","Rogue","Piura",565,2010,"75%","U.S.A.",3.75," ","Peru"
"1340","Rogue","Rio Caribe",327,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela"
"1341","Rogue","Hispaniola, 2008",213,2008,"70%","U.S.A.",2.75," ","Dominican Republic"
"1342","Rogue","Jamaica",213,2008,"70%","U.S.A.",2.75,"Trinitario","Jamaica"
"1343","Rogue","Sambirano, 2008",213,2008,"70%","U.S.A.",2.75,"Trinitario","Madagascar"
"1344","Rogue","Trinidad",213,2008,"70%","U.S.A.",3,"Trinitario","Trinidad"
"1345","Rozsavolgyi","Sur del Lago",809,2012,"84%","Hungary",2.5," ","Venezuela"
"1346","Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,"76%","Hungary",2.25,"Trinitario","Venezuela"
"1347","Rozsavolgyi","Sambirano, Akesson Estate",871,2012,"72%","Hungary",2.5,"Trinitario","Madagascar"
